     2
    86
    67
    48
    23
    29
    64
    11
    19
    15
    68
    91
    32
    91
    47
    11
    21
    76
    83
    19
    89
    57
    31
    76
    81
    69
    28
    50
    22
    19
    50
    38
    19
    42
    75
    36
    28
    39
    65
    52
    31
    25
    78
    20
    14
    16
    15
    81
    88
    80
